date,PT_8313A.AV_0#,PT_8313B.AV_0#,PT_8313C.AV_0#,PT_8313D.AV_0#,PT_8313E.AV_0#,PT_8313F.AV_0#,PTCA_8322A.AV_0#,PTCA_8324.AV_0#,TE_8319A.AV_0#,TE_8319B.AV_0#,TE_8313B.AV_0#,TE_8303.AV_0#,TE_8304.AV_0#,TV_8329ZC.AV_0#,FT_8301.AV_0#,FT_8302.AV_0#,FT_8306A.AV_0#,AIR_8301A.AV_0#,FT_8306B.AV_0#,AIR_8301B.AV_0#,YFJ3_AI.AV_0#,YFJ3_ZD1.AV_0#,YFJ3_ZD2.AV_0#,SXLTCYZ.AV_0#,SXLTCYY.AV_0#,ZCLCCY.AV_0#,YCLCCY.AV_0#,YJJWSLL.AV_0#,ZZQBCHLL.AV_0#,TE_8332A.AV_0#
2022-03-27 14:56:24,-96.71,-154.79,-118.7,-92.52,-144.46,-134.14,9.68,9.38,349.39,375.54,762.43,204.72,218.54,18.98,48604.09,19189.97,731.79,2.43,582.49,2.34,22.02,5.37,5.86,-73.59,-439.84,10673.96,10487.13,2.9,57.98,530.11
2022-03-27 14:56:29,-95.54,-146.65,-117.94,-92.35,-142.95,-138.0,9.69,9.38,349.42,375.54,762.79,204.66,218.54,18.98,48498.34,17960.69,723.74,2.41,597.05,2.34,22.03,4.61,5.38,-73.59,-439.84,10673.96,10487.13,2.9,57.98,530.11
2022-03-27 14:56:34,-103.34,-144.88,-119.2,-90.75,-140.02,-132.38,9.69,9.38,349.38,375.54,763.16,204.69,218.58,18.98,47607.06,17405.53,720.64,2.43,597.25,2.34,21.97,5.22,9.28,-77.54,-441.27,10490.8,10435.22,2.9,57.83,530.01
2022-03-27 14:56:39,-92.77,-145.89,-116.27,-70.95,-124.49,-126.09,9.69,9.38,349.39,375.54,763.33,204.66,218.54,18.98,48050.81,18198.62,718.85,2.43,600.39,2.34,22.01,5.02,8.55,-77.54,-441.27,10490.8,10435.22,2.9,57.83,530.01
2022-03-27 14:56:44,-89.83,-148.33,-113.83,-90.08,-132.38,-115.76,9.69,9.38,349.39,375.47,763.46,204.62,218.54,18.98,48026.27,18776.44,723.74,2.43,595.28,2.34,22.03,5.24,9.41,-76.45,-413.07,10642.66,10388.35,2.89,57.77,529.88
2022-03-27 14:56:49,-100.74,-154.45,-115.59,-88.49,-137.67,-127.68,9.68,9.37,349.32,375.47,763.46,204.62,218.54,18.98,49087.49,18836.86,715.66,2.43,605.73,2.36,22.05,5.11,7.49,-76.45,-413.07,10642.66,10388.35,2.89,57.77,529.95
2022-03-27 14:56:54,-111.9,-143.29,-116.85,-94.87,-135.4,-125.25,9.68,9.37,349.39,375.48,763.39,204.62,218.54,18.98,48908.1,17989.01,722.1,2.43,602.43,2.4,21.94,5.17,5.41,-83.58,-435.06,10645.64,10527.28,2.89,58.34,529.82
2022-03-27 14:56:59,-106.11,-138.84,-106.36,-92.1,-131.04,-116.69,9.68,9.36,349.32,375.47,763.09,204.59,218.54,18.98,48972.3,18353.46,710.82,2.45,597.45,2.44,21.98,5.52,7.45,-83.58,-435.06,10645.64,10527.28,2.89,58.34,529.82
2022-03-27 14:57:04,-100.15,-142.87,-108.29,-86.22,-125.41,-119.29,9.67,9.36,349.39,375.47,762.63,204.59,218.51,18.98,48736.27,19380.69,718.85,2.43,595.79,2.46,22.05,5.22,8.18,-90.38,-444.29,10451.69,10351.46,2.89,58.54,529.79
2022-03-27 14:57:09,-89.66,-144.05,-111.82,-90.17,-131.96,-115.93,9.67,9.35,349.39,375.48,762.1,204.56,218.51,18.98,48088.58,17105.29,715.0,2.4,605.76,2.46,22.0,5.03,6.02,-90.38,-444.29,10451.69,10351.46,2.89,58.54,529.79
2022-03-27 14:57:14,-98.73,-146.31,-111.73,-70.7,-133.14,-120.71,9.67,9.35,349.39,375.48,761.63,204.59,218.48,18.98,48760.82,17569.81,711.07,2.38,600.75,2.41,21.97,5.34,5.56,-72.92,-440.93,10590.35,10348.13,2.9,58.65,529.73
2022-03-27 14:57:19,-94.45,-148.66,-111.9,-72.04,-132.97,-120.97,9.66,9.35,349.33,375.48,761.2,204.56,218.51,18.98,48655.07,16935.34,718.85,2.38,603.29,2.39,22.01,5.16,6.46,-72.92,-440.93,10590.35,10348.13,2.9,58.65,529.66
2022-03-27 14:57:24,-98.47,-147.99,-111.57,-79.51,-129.36,-138.0,9.66,9.35,349.33,375.48,760.97,204.56,218.51,18.98,48341.61,19524.21,715.63,2.35,599.11,2.36,22.01,4.78,4.58,-75.86,-421.21,10607.12,10548.37,2.9,58.54,529.66
2022-03-27 14:57:29,-94.61,-152.69,-114.08,-81.77,-127.26,-113.92,9.66,9.34,349.33,375.48,760.73,204.49,218.54,18.98,48617.3,16603.0,718.85,2.35,597.75,2.39,21.99,5.74,5.29,-75.86,-421.21,10607.12,10548.37,2.9,58.54,529.6
2022-03-27 14:57:34,-91.84,-151.51,-107.12,-96.29,-128.6,-112.24,9.66,9.35,349.26,375.48,760.43,204.49,218.51,18.98,48524.78,16933.45,718.85,2.35,599.03,2.44,21.95,5.36,6.08,-78.71,-436.65,10482.82,10340.91,2.89,58.83,529.6
2022-03-27 14:57:39,-89.75,-147.57,-107.96,-94.19,-132.55,-119.12,9.66,9.34,349.26,375.48,760.2,204.52,218.51,18.98,48670.18,16008.18,718.78,2.33,597.4,2.44,22.02,5.27,3.9,-78.71,-436.65,10482.82,10340.91,2.89,58.83,529.57
2022-03-27 14:57:44,-100.32,-145.22,-115.43,-84.37,-133.05,-113.08,9.65,9.34,349.26,375.42,760.04,204.49,218.51,18.98,48283.07,18661.25,720.72,2.3,592.46,2.46,22.03,5.34,8.51,-73.26,-435.73,10724.36,10545.2,2.89,58.8,529.57
2022-03-27 14:57:49,-99.9,-149.33,-116.6,-68.85,-119.2,-116.1,9.65,9.34,349.2,375.48,760.07,204.46,218.51,18.98,48014.94,19290.05,718.83,2.3,596.67,2.44,22.06,4.97,4.02,-73.26,-435.73,10724.36,10545.2,2.89,58.8,529.5
2022-03-27 14:57:54,-93.94,-142.2,-115.93,-82.36,-122.06,-123.23,9.65,9.34,349.27,375.48,760.21,204.42,218.51,18.98,48757.04,17396.09,718.73,2.3,602.43,2.44,21.96,5.9,8.26,-84.08,-414.33,10451.21,10416.36,2.91,58.4,529.44
2022-03-27 14:57:59,-98.98,-142.37,-117.27,-89.66,-131.46,-124.41,9.65,9.34,349.26,375.42,760.44,204.42,218.51,18.98,47148.2,18719.79,715.73,2.3,601.15,2.41,26.04,6.55,4.82,-84.08,-414.33,10451.21,10416.36,2.91,58.4,529.44
2022-03-27 14:58:04,-104.68,-153.7,-119.71,-102.17,-132.97,-124.66,9.65,9.34,349.27,375.42,760.8,204.42,218.51,18.98,49963.66,17900.26,706.92,2.28,602.46,2.39,22.04,5.21,6.28,-83.75,-434.89,10503.09,10283.96,2.9,58.37,529.44
2022-03-27 14:58:09,-92.01,-149.16,-116.52,-70.78,-126.84,-114.5,9.66,9.35,349.27,375.42,761.1,204.42,218.51,18.98,48245.3,18887.85,715.66,2.28,594.1,2.36,22.11,5.42,7.21,-83.75,-434.89,10503.09,10283.96,2.9,58.37,529.38
2022-03-27 14:58:14,-90.17,-140.35,-111.82,-72.96,-128.35,-114.25,9.66,9.35,349.27,375.42,761.1,204.39,218.54,18.98,48453.02,17611.35,712.46,2.25,602.46,2.34,22.37,4.84,6.74,-77.37,-410.8,10657.83,10500.16,2.91,58.3,529.38
2022-03-27 14:58:19,-88.4,-135.9,-108.21,-82.02,-111.57,-106.28,9.66,9.36,349.2,375.42,761.1,204.39,218.54,18.98,50150.61,18640.48,709.41,2.22,605.73,2.31,22.37,5.43,6.62,-77.37,-410.8,10657.83,10500.16,2.91,58.3,529.31
2022-03-27 14:58:24,-87.4,-135.99,-102.17,-72.79,-110.31,-91.42,9.67,9.36,349.2,375.48,761.27,204.36,218.48,18.98,49174.36,17058.08,714.47,2.2,602.16,2.28,22.33,6.01,6.92,-72.08,-432.2,10491.4,10429.34,2.91,57.98,529.31
2022-03-27 14:58:29,-74.81,-126.67,-95.87,-72.71,-102.08,-98.22,9.67,9.36,349.2,375.42,761.51,204.36,218.51,18.98,48419.04,19103.11,710.72,2.2,598.2,2.28,22.3,5.15,5.85,-72.08,-432.2,10491.4,10429.34,2.91,57.98,529.32
2022-03-27 14:58:34,-79.67,-134.81,-96.96,-55.92,-95.03,-93.02,9.67,9.36,349.2,375.42,761.87,204.36,218.51,18.98,49410.39,18427.1,731.77,2.17,582.49,2.28,22.34,5.31,4.45,-58.24,-431.03,10549.1,10361.3,2.92,58.14,529.32
2022-03-27 14:58:39,-81.19,-134.65,-90.0,-48.29,-98.22,-85.8,9.67,9.36,349.21,375.42,762.41,204.32,218.51,18.98,48511.56,17771.86,723.46,2.17,589.77,2.23,22.34,5.42,6.76,-58.24,-431.03,10549.1,10361.3,2.92,58.14,529.29
2022-03-27 14:58:44,-83.54,-125.33,-90.5,-44.01,-103.43,-80.43,9.67,9.36,349.2,375.42,762.81,204.29,218.48,18.98,48381.27,17662.34,719.78,2.15,598.88,2.21,22.33,5.0,4.4,-61.17,-422.47,10690.56,10456.87,2.89,58.37,529.32
2022-03-27 14:58:49,-76.91,-120.8,-83.7,-37.38,-94.28,-81.44,9.67,9.35,349.14,375.49,763.17,204.29,218.48,18.98,50065.63,17413.08,715.63,2.12,594.12,2.18,22.36,5.17,4.53,-61.17,-422.47,10690.56,10456.87,2.89,58.37,529.32
2022-03-27 14:58:54,-76.07,-125.75,-88.07,-44.26,-100.57,-91.09,9.67,9.35,349.27,375.49,763.64,204.29,218.48,18.98,49017.62,19482.66,722.91,2.1,589.11,2.16,22.31,5.78,4.96,-64.95,-413.91,10493.78,10418.89,2.9,58.71,529.32
2022-03-27 14:58:59,-71.11,-129.95,-87.65,-45.94,-89.49,-85.72,9.67,9.36,349.21,375.49,764.11,204.26,218.48,18.98,48413.37,18056.99,715.48,2.09,597.42,2.18,22.26,4.87,4.26,-64.95,-413.91,10493.78,10418.89,2.9,58.71,529.32
2022-03-27 14:59:04,-77.66,-129.53,-84.79,-39.06,-90.25,-76.23,9.67,9.35,349.21,375.49,764.54,204.22,218.44,18.98,48453.02,19099.34,718.85,2.09,596.21,2.18,22.29,5.11,4.67,-57.82,-421.55,10544.13,10336.4,2.89,58.97,529.32
2022-03-27 14:59:09,-78.92,-126.17,-85.21,-54.83,-93.77,-89.41,9.67,9.35,349.21,375.56,764.94,204.22,218.51,18.98,47225.62,17411.19,715.63,2.09,593.47,2.18,22.37,5.56,6.49,-57.82,-421.55,10544.13,10336.4,2.89,58.97,529.32
2022-03-27 14:59:14,-74.05,-118.45,-85.05,-44.76,-95.45,-79.17,9.67,9.35,349.27,375.56,765.37,204.22,218.44,18.98,48785.36,19405.24,718.88,2.09,592.49,2.16,22.36,5.22,5.12,-61.43,-422.8,10679.06,10502.71,2.9,58.5,529.32
2022-03-27 14:59:19,-58.36,-119.62,-85.21,-41.91,-86.31,-63.98,9.67,9.35,349.21,375.56,765.77,204.22,218.44,18.98,49110.15,20003.83,714.6,2.09,598.46,2.16,22.31,5.82,7.27,-61.43,-422.8,10679.06,10502.71,2.9,58.5,529.39
2022-03-27 14:59:24,-66.75,-119.88,-89.66,-56.09,-91.26,-79.09,9.67,9.36,349.21,375.56,765.94,204.19,218.41,18.98,49074.28,19686.6,706.26,2.09,602.61,2.13,22.32,5.63,4.92,-45.65,-423.22,10474.93,10373.49,2.9,58.4,529.39
2022-03-27 14:59:29,-71.2,-115.01,-91.68,-49.46,-88.82,-67.0,9.67,9.36,349.21,375.56,766.07,204.19,218.44,18.98,48734.38,18385.56,715.63,2.07,599.92,2.13,22.34,5.26,6.02,-45.65,-423.22,10474.93,10373.49,2.9,58.4,529.39
2022-03-27 14:59:34,-65.66,-121.64,-88.24,-43.76,-90.25,-84.21,9.67,9.36,349.28,375.56,766.48,204.19,218.48,18.98,49044.06,18323.24,725.22,2.07,588.69,2.11,22.29,5.62,4.81,-60.0,-426.83,10583.95,10373.76,2.9,58.08,529.45
2022-03-27 14:59:39,-72.46,-121.97,-89.91,-40.9,-86.98,-88.15,9.68,9.37,349.21,375.59,766.84,204.19,218.38,18.98,48585.2,19046.46,718.83,2.07,597.4,2.08,22.29,5.45,4.61,-60.0,-426.83,10583.95,10373.76,2.9,58.08,529.45
2022-03-27 14:59:44,-72.21,-125.67,-90.5,-44.85,-86.05,-84.79,9.68,9.37,349.28,375.59,767.01,204.16,218.41,18.98,48715.5,18313.8,714.65,2.04,602.43,2.08,22.34,5.13,4.98,-57.73,-418.02,10592.97,10508.69,2.9,58.18,529.52
2022-03-27 14:59:49,-71.11,-117.61,-85.05,-41.15,-86.39,-74.56,9.68,9.37,349.28,375.66,767.01,204.16,218.48,18.98,48660.73,18410.11,710.82,2.07,602.43,2.05,22.32,5.39,4.91,-57.73,-418.02,10592.97,10508.69,2.9,58.18,529.58
2022-03-27 14:59:54,-68.93,-111.4,-83.79,-45.52,-86.39,-76.74,9.68,9.37,349.34,375.66,767.01,204.12,218.41,18.98,47871.42,19265.51,717.49,2.07,596.84,2.05,22.3,5.92,5.94,-53.62,-417.01,10495.89,10344.45,2.9,58.04,529.58
2022-03-27 14:59:59,-63.23,-110.48,-86.31,-44.34,-79.84,-79.26,9.68,9.37,349.28,375.66,767.01,204.16,218.41,18.98,49657.76,18321.35,709.31,2.07,604.95,2.03,22.29,4.96,7.12,-53.62,-417.01,10495.89,10344.45,2.9,58.04,529.59
2022-03-27 15:00:04,-70.7,-115.09,-80.77,-32.68,-76.4,-78.33,9.69,9.37,349.28,375.73,767.21,204.09,218.41,18.98,48539.88,17904.04,709.29,2.04,597.65,2.03,22.33,5.57,5.6,-47.16,-433.63,10569.14,10342.02,2.89,58.17,529.68
2022-03-27 15:00:09,-66.5,-112.74,-80.51,-41.15,-79.76,-67.51,9.69,9.37,349.35,375.66,767.38,204.09,218.41,18.98,48862.79,18323.24,723.71,2.02,590.8,2.0,22.3,5.84,7.01,-47.16,-433.63,10569.14,10342.02,2.89,58.17,529.62
2022-03-27 15:00:14,-62.72,-118.78,-84.46,-21.77,-87.31,-67.34,9.69,9.37,349.28,375.73,767.38,204.09,218.41,18.98,48583.31,18555.51,709.26,1.99,605.66,1.98,22.29,4.79,10.47,-52.11,-430.11,10532.59,10430.5,2.9,58.55,529.68
2022-03-27 15:00:19,-71.7,-120.29,-89.83,-37.29,-85.21,-71.03,9.69,9.37,349.35,375.8,767.25,204.09,218.41,18.98,48436.03,17977.68,705.71,1.99,604.72,1.98,22.35,5.47,4.86,-52.11,-430.11,10532.59,10430.5,2.9,58.55,529.75
2022-03-27 15:00:24,-62.55,-121.05,-84.37,-28.23,-87.31,-58.27,9.69,9.37,349.22,375.73,767.25,204.09,218.38,18.98,49323.53,18277.92,718.55,1.97,597.3,1.98,22.37,5.88,6.45,-56.89,-421.55,10476.19,10325.19,2.89,58.98,529.81
2022-03-27 15:00:29,-66.33,-120.88,-84.54,-39.56,-78.33,-62.72,9.69,9.37,349.35,375.8,767.38,204.09,218.38,18.98,48003.61,18925.61,718.85,1.94,596.69,1.95,22.27,5.21,6.17,-56.89,-421.55,10476.19,10325.19,2.89,58.98,529.85
2022-03-27 15:00:34,-69.77,-130.95,-91.59,-50.39,-93.02,-74.22,9.69,9.37,349.35,375.8,767.68,204.09,218.44,18.98,49446.27,17046.75,708.46,1.94,602.43,1.93,22.35,4.82,6.69,-54.04,-423.14,10574.22,10325.53,2.89,58.89,529.85
2022-03-27 15:00:39,-69.77,-121.3,-79.93,-27.22,-79.84,-65.66,9.69,9.38,349.35,375.8,768.05,204.02,218.38,18.98,48802.36,18795.32,704.38,1.92,608.37,1.95,22.3,5.87,5.1,-54.04,-423.14,10574.22,10325.53,2.89,58.89,529.91
2022-03-27 15:00:44,-73.3,-124.83,-83.79,-55.5,-85.3,-66.16,9.7,9.38,349.42,375.83,768.28,204.02,218.38,18.98,48186.77,16740.84,714.02,1.94,600.62,1.95,22.26,5.0,11.5,-57.56,-415.5,10554.24,10440.76,2.89,58.69,529.91
2022-03-27 15:00:49,-74.64,-120.8,-93.77,-46.52,-91.17,-77.58,9.7,9.39,349.35,375.83,768.38,204.02,218.34,18.98,49431.16,20003.83,721.37,1.92,592.46,1.95,22.35,5.86,8.09,-57.56,-415.5,10554.24,10440.76,2.89,58.69,530.04
2022-03-27 15:00:54,-67.0,-117.78,-89.49,-46.19,-90.0,-81.94,9.7,9.39,349.35,375.89,768.28,204.02,218.34,18.98,48728.71,18160.85,706.31,1.89,609.05,1.95,22.36,4.78,4.4,-57.73,-420.87,10461.7,10310.46,2.89,58.39,530.04
2022-03-27 15:00:59,-65.91,-118.53,-84.21,-47.36,-87.98,-93.44,9.7,9.39,349.42,375.83,768.08,204.02,218.41,18.98,48955.31,18119.31,719.96,1.89,596.16,1.95,22.29,4.84,7.49,-57.73,-420.87,10461.7,10310.46,2.89,58.39,530.04
2022-03-27 15:01:04,-66.58,-114.0,-78.58,-40.57,-91.26,-76.4,9.71,9.4,349.35,375.89,767.92,204.02,218.38,18.98,49197.01,18442.21,719.21,1.91,594.45,1.98,22.3,5.27,6.2,-52.03,-432.71,10565.41,10283.57,2.9,58.12,530.14
2022-03-27 15:01:09,-73.46,-117.94,-83.2,-37.63,-90.33,-78.33,9.71,9.4,349.42,375.89,767.85,203.99,218.38,18.98,48651.29,17309.22,715.61,1.92,602.41,1.98,22.35,5.78,6.61,-52.03,-432.71,10565.41,10283.57,2.9,58.12,530.14
2022-03-27 15:01:14,-64.48,-120.88,-78.42,-46.94,-82.02,-83.12,9.71,9.4,349.42,375.96,767.68,203.99,218.38,18.98,48777.81,18581.94,709.84,1.92,603.44,1.98,22.37,5.42,8.3,-58.4,-418.78,10596.6,10518.35,2.89,58.0,530.2
2022-03-27 15:01:19,-72.96,-111.57,-74.47,-38.72,-82.61,-80.77,9.72,9.41,349.42,375.96,767.39,203.96,218.38,18.98,49402.84,18521.51,705.94,1.89,602.43,1.98,22.31,6.02,8.73,-58.4,-418.78,10596.6,10518.35,2.89,58.0,530.27
2022-03-27 15:01:24,-64.74,-109.89,-78.67,-26.72,-87.56,-75.81,9.72,9.41,349.42,376.03,767.15,203.99,218.38,18.98,49200.79,16791.83,718.85,1.89,597.05,1.95,22.35,6.2,6.31,-54.88,-417.52,10489.75,10290.36,2.9,58.0,530.27
2022-03-27 15:01:29,-61.21,-107.45,-79.93,-41.32,-76.4,-75.06,9.72,9.41,349.42,376.03,766.99,203.96,218.38,18.98,49064.84,17671.78,715.63,1.86,600.8,1.9,22.31,4.77,6.57,-54.88,-417.52,10489.75,10290.36,2.9,58.0,530.37
2022-03-27 15:01:34,-60.88,-110.39,-79.51,-37.13,-78.67,-78.84,9.72,9.41,349.42,376.03,766.86,204.02,218.38,18.98,48753.26,19371.25,720.41,1.86,594.05,1.87,22.34,5.95,5.71,-44.47,-425.32,10642.8,10357.92,2.88,58.23,530.37
2022-03-27 15:01:39,-68.18,-112.57,-81.02,-39.06,-86.31,-68.18,9.73,9.41,349.45,376.1,766.72,203.92,218.34,18.98,48981.75,18844.41,712.58,1.86,600.75,1.85,22.3,5.61,7.67,-44.47,-425.32,10642.8,10357.92,2.88,58.23,530.43
2022-03-27 15:01:44,-64.57,-108.13,-78.33,-42.75,-86.31,-58.44,9.73,9.41,349.42,376.1,766.72,203.99,218.34,18.98,49108.27,20043.49,714.47,1.86,597.45,1.82,22.34,4.85,7.56,-51.1,-427.84,10553.03,10477.64,2.89,58.6,530.5
2022-03-27 15:01:49,-71.03,-122.64,-80.77,-38.64,-84.79,-79.09,9.73,9.41,349.42,376.1,766.79,203.89,218.28,18.98,48732.49,16871.14,705.89,1.84,606.66,1.8,22.33,5.52,8.26,-51.1,-427.84,10553.03,10477.64,2.89,58.6,530.56
2022-03-27 15:01:54,-71.62,-106.53,-78.33,-40.15,-85.97,-77.58,9.73,9.42,349.46,376.1,766.79,203.96,218.34,18.98,49329.19,16931.56,711.53,1.84,602.41,1.82,22.34,5.64,5.99,-55.63,-427.17,10439.06,10244.42,2.9,58.88,530.63
2022-03-27 15:01:59,-57.18,-105.44,-69.77,-43.67,-87.73,-69.94,9.73,9.42,349.46,376.1,766.92,203.99,218.38,18.98,48953.42,17881.38,716.99,1.81,592.31,1.82,22.3,4.99,7.99,-55.63,-427.17,10439.06,10244.42,2.9,58.88,530.66
2022-03-27 15:02:04,-55.5,-109.72,-80.77,-35.19,-90.59,-79.0,9.74,9.42,349.46,376.13,767.16,203.89,218.31,18.98,48392.6,20460.8,713.04,1.81,596.67,1.82,22.3,5.67,7.34,-38.85,-422.05,10545.92,10305.24,2.88,58.78,530.66
2022-03-27 15:02:09,-54.25,-116.69,-84.96,-46.27,-93.27,-83.96,9.74,9.42,349.46,376.13,767.32,203.92,218.34,18.98,49835.26,17919.15,705.94,1.81,605.73,1.8,22.33,5.61,4.42,-38.85,-422.05,10545.92,10305.24,2.88,58.78,530.79
2022-03-27 15:02:14,-54.08,-118.7,-74.22,-51.31,-85.8,-76.99,9.74,9.43,349.46,376.2,767.52,203.96,218.38,18.98,49272.54,17301.67,720.79,1.81,595.96,1.77,22.31,5.31,6.49,-39.52,-421.46,10539.62,10464.53,2.86,58.82,530.85
2022-03-27 15:02:19,-63.98,-122.56,-84.96,-63.81,-108.29,-91.59,9.75,9.43,349.46,376.2,767.63,203.92,218.31,18.98,48530.44,17182.71,723.28,1.81,592.82,1.72,22.32,5.63,6.24,-39.52,-421.46,10539.62,10464.53,2.86,58.82,530.86
2022-03-27 15:02:24,-71.2,-119.04,-85.13,-61.21,-106.45,-84.96,9.75,9.43,349.52,376.2,767.86,203.89,218.34,18.98,49619.99,19969.85,712.43,1.79,602.08,1.72,22.34,5.45,10.77,-43.47,-431.45,10453.43,10276.18,2.86,58.96,530.89
2022-03-27 15:02:29,-75.56,-120.8,-87.98,-54.41,-96.12,-78.16,9.75,9.43,349.52,376.2,767.99,203.89,218.38,18.98,48726.83,19148.43,710.72,1.79,603.24,1.75,22.32,4.66,4.64,-43.47,-431.45,10453.43,10276.18,2.86,58.96,530.95
2022-03-27 15:02:34,-70.36,-116.1,-86.81,-57.18,-86.31,-101.58,9.75,9.43,349.53,376.2,768.16,203.92,218.28,18.98,48099.91,19543.09,719.05,1.81,596.42,1.75,22.35,5.78,4.97,-61.51,-410.89,10592.01,10344.62,2.88,58.71,531.02
2022-03-27 15:02:39,-61.21,-114.5,-81.52,-52.65,-82.61,-101.33,9.75,9.44,349.53,376.33,768.46,203.89,218.38,18.98,48067.81,19654.5,712.13,1.81,597.42,1.75,22.8,4.7,5.47,-61.51,-410.89,10592.01,10344.62,2.88,58.71,531.08
2022-03-27 15:02:44,-54.16,-107.62,-76.23,-54.5,-93.52,-90.0,9.75,9.44,349.52,376.33,769.12,203.89,218.34,18.98,48928.87,18614.04,727.41,1.81,595.41,1.72,21.42,6.02,6.04,-41.45,-414.5,10508.69,10425.13,2.88,58.47,531.15
2022-03-27 15:02:49,-62.39,-113.58,-85.47,-52.48,-108.71,-100.99,9.75,9.44,349.53,376.33,769.92,203.86,218.38,18.98,49516.14,18525.29,722.03,1.81,587.75,1.77,22.21,5.24,8.09,-41.45,-414.5,10508.69,10425.13,2.88,58.47,531.15
2022-03-27 15:02:54,-61.46,-110.14,-90.59,-59.11,-108.21,-86.98,9.75,9.44,349.59,376.33,770.66,203.86,218.41,18.98,48760.82,17305.45,715.63,1.81,598.73,1.82,22.03,4.97,6.06,-44.89,-410.13,10511.59,10287.17,2.87,58.67,531.18
2022-03-27 15:02:59,-64.82,-113.92,-92.43,-59.62,-107.29,-90.33,9.75,9.44,349.59,376.36,771.12,203.89,218.34,18.98,49163.02,20092.58,720.79,1.81,590.22,1.87,22.01,4.96,5.58,-44.89,-410.13,10511.59,10287.17,2.87,58.67,531.31
2022-03-27 15:03:04,-69.86,-122.98,-95.12,-65.41,-115.09,-96.71,9.75,9.44,349.46,376.37,771.36,203.86,218.38,18.98,48987.41,18751.89,717.62,1.84,602.26,1.9,22.0,5.03,5.28,-49.68,-416.34,10628.08,10368.41,2.88,58.33,531.31
2022-03-27 15:03:09,-81.61,-130.95,-94.61,-58.69,-109.64,-98.05,9.75,9.44,349.53,376.37,771.59,203.82,218.38,18.98,48960.97,17275.23,720.36,1.84,598.46,1.9,22.0,5.35,4.08,-49.68,-416.34,10628.08,10368.41,2.88,58.33,531.41
2022-03-27 15:03:14,-75.56,-127.18,-89.66,-59.03,-101.08,-91.26,9.76,9.44,349.6,376.37,771.96,203.82,218.34,18.98,48675.84,16788.05,710.54,1.84,597.67,1.9,22.04,5.7,6.8,-66.38,-428.34,10508.42,10429.91,2.87,58.56,531.41
2022-03-27 15:03:19,-68.6,-125.41,-92.18,-57.27,-102.42,-90.42,9.76,9.44,349.66,376.37,772.33,203.82,218.38,18.99,49839.04,17822.84,715.63,1.84,595.76,1.9,22.05,4.91,12.84,-66.38,-428.34,10508.42,10429.91,2.87,58.56,531.47
2022-03-27 15:03:24,-67.25,-119.46,-92.18,-50.05,-92.85,-83.54,9.76,9.44,349.53,376.37,772.5,203.86,218.38,18.98,48993.07,19329.71,715.96,1.86,599.99,1.93,21.98,4.62,5.24,-52.28,-427.25,10492.98,10271.1,2.87,58.39,531.54
2022-03-27 15:03:29,-59.03,-127.43,-93.77,-60.12,-99.31,-92.43,9.76,9.45,349.6,376.37,772.56,203.86,218.34,18.98,48826.91,19235.29,726.94,1.86,588.18,1.9,22.0,5.31,4.82,-52.28,-427.25,10492.98,10271.1,2.87,58.39,531.54
2022-03-27 15:03:34,-64.06,-127.68,-93.02,-75.31,-89.24,-91.26,9.76,9.45,349.53,376.44,772.6,203.86,218.38,18.98,48968.53,19325.93,713.54,1.86,599.06,1.9,21.99,5.46,8.72,-39.27,-427.67,10634.81,10380.9,2.87,58.85,531.67
2022-03-27 15:03:39,-73.8,-129.36,-97.97,-61.13,-99.65,-94.87,9.76,9.45,349.54,376.37,772.66,203.86,218.38,18.98,48730.61,17107.17,723.74,1.84,594.05,1.87,22.04,5.56,7.96,-39.27,-427.67,10634.81,10380.9,2.87,58.85,531.67
2022-03-27 15:03:44,-64.32,-126.67,-95.7,-51.64,-95.79,-89.16,9.76,9.44,349.53,376.44,772.66,203.82,218.38,18.98,48804.25,17541.49,710.92,1.84,602.43,1.87,22.03,5.6,5.9,-57.31,-438.67,10462.14,10373.87,2.87,59.0,531.7
2022-03-27 15:03:49,-60.37,-123.4,-89.41,-53.99,-97.47,-94.03,9.76,9.45,349.54,376.44,772.73,203.82,218.34,18.98,49553.9,18689.57,712.66,1.84,599.59,1.87,22.0,6.19,7.53,-57.31,-438.67,10462.14,10373.87,2.87,59.0,531.7
2022-03-27 15:03:54,-58.95,-126.34,-92.77,-48.71,-100.4,-94.11,9.76,9.44,349.54,376.44,772.96,203.86,218.38,18.98,47760.02,18223.16,715.61,1.84,595.38,1.87,22.03,4.87,5.93,-49.76,-444.88,10484.9,10231.47,2.87,59.07,531.77
2022-03-27 15:03:59,-59.87,-123.23,-92.68,-50.22,-101.08,-87.23,9.76,9.44,349.54,376.44,773.27,203.82,218.38,18.98,49718.18,18336.46,718.68,1.84,595.66,1.85,22.01,6.48,4.55,-49.76,-444.88,10484.9,10231.47,2.87,59.07,531.83
2022-03-27 15:04:04,-60.29,-120.71,-95.12,-53.57,-90.92,-88.74,9.76,9.44,349.47,376.44,773.4,203.79,218.31,18.98,48050.81,18791.54,702.69,1.84,609.33,1.87,22.1,5.08,7.77,-46.4,-432.96,10587.96,10425.73,2.85,59.27,531.83
